,rent,location,bedroom,bathroom,toilet,parking
10405,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
10406,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
10407,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
10408,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
10409,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
10410,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
10411,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
10412,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
10413,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
10414,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
10415,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
10416,4500000, Conservation Road Lekki Lagos,4.0,4.0,5.0,3.0
10417,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
10418,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
10419,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
10420,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
10423,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
10424,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
10425,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
10426,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
10427,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
10428,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
10429,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
10430,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
10431,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
10432,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
10433,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
10434,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
10435,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
10436,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
10437,12000000, Off Bourdillon Road Old Ikoyi Ikoyi Lagos,4.0,4.0,5.0,2.0
10438,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
10439,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
10440,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
10441,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
10444,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
10445,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
10446,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
10447,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
10448,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
10449,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
10450,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
10451,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
10452,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
10453,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
10454,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
10455,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
10456,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
10457,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
10458,10500000, Off Bishop Oluwole Victoria Island (VI) Lagos,3.0,3.0,4.0,2.0
10459,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
10460,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
10461,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
10462,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
10465,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
10466,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
10467,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
10468,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
10469,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
10470,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
10471,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
10472,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
10473,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
10474,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
10475,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
10476,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
10477,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
10478,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
10479,12000000, Off Bourdillon Road Old Ikoyi Ikoyi Lagos,4.0,4.0,5.0,2.0
10480,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
10481,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
10482,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
10483,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
10486,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
10487,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
10488,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
10489,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
10490,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
10491,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
10492,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
10493,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
10494,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
10495,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
10496,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
10497,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
10498,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
10499,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
10500,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
10501,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
10502,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
10503,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
10504,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
10507,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
10508,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
10509,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
10510,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
10511,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
10512,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
10513,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
10514,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
10515,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
10516,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
10517,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
10518,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
10519,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
10520,6000000, Mende Maryland Lagos,5.0,5.0,6.0,4.0
10521,50000, 21 Ogunnusi Road Ogba Ikeja Lagos,4.0,4.0,5.0,3.0
10522,5500000, Osapa London Osapa Lekki Lagos,4.0,4.0,5.0,3.0
10523,5500000, Bogije Bogije Ibeju Lekki Lagos,3.0,3.0,4.0,2.0
10524,5500000, Beechwood Estate Bogije Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
10525,5500000, Eleko Eleko Ibeju Lekki Lagos,4.0,4.0,5.0,3.0
10528,5500000, Lekki Phase 1 Lekki Lagos,4.0,5.0,5.0,3.0
10529,1500000, Agungi Lekki Lagos,1.0,1.0,2.0,12.0
10530,60000000, Lekki Lagos Lekki Lagos,15.0,15.0,20.0,20.0
10531,1500000, Alagomeji Yaba Lagos. Alagomeji Yaba Lagos,2.0,2.0,3.0,1.0
10532,13000000, In A Well Secured Mini Court Ikoyi Lagos,4.0,5.0,5.0,3.0
10533,4000000, Osapa London Lekki Lagos,3.0,4.0,4.0,2.0
10534,900000, Off Pedro Road Pedro Gbagada Lagos,2.0,2.0,3.0,1.0
10535,4500000, Ikate Lekki Lagos,4.0,4.0,5.0,2.0
10536,800000, Kilo Surulere Lagos,2.0,2.0,2.0,1.0
10537,300000, Iran-la Through Alasia Opposite Lbs Alasia Ajah Lagos,1.0,1.0,1.0,2.0
10538,1200000, Near Airportajao Estate Isolo Lagos,4.0,4.0,5.0,2.0
10539,600000, Opp Harmony Estate Ado Ajah Lagos,2.0,2.0,2.0,1.0
10540,15000000, Banana Island Ikoyi Lagos Ikoyi Lagos,3.0,3.0,4.0,2.0
